sentence,sentiment,date
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,negative,2025-05-26 14:33:42.034613
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",negative,2025-04-19 14:33:42.034613
I highly doubt that anyone could ever like this trash.  ,negative,2025-05-18 14:33:42.034613
This is not movie-making.  ,negative,2025-02-01 14:33:42.034613
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",negative,2025-04-28 14:33:42.034613
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",negative,2025-05-02 14:33:42.034613
I saw this short film on HBO the other day and absolutely loved it.  ,positive,2024-12-26 14:33:42.034613
I didn't realize how wonderful the short really is until the last two scenes.  ,positive,2025-03-20 14:33:42.034613
Excellent short film.  ,positive,2024-12-17 14:33:42.034613
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",positive,2025-02-03 14:33:42.034613
"I agree with Jessica, this movie is pretty bad.  ",negative,2025-01-26 14:33:42.034613
"Characters are one-dimensional, even the good guys and especially the bad guys.  ",negative,2025-05-13 14:33:42.034613
The story line is totally predictable.  ,negative,2025-03-22 14:33:42.034613
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",positive,2025-03-05 14:33:42.034613
I've seen soap operas more intelligent than this movie.  ,negative,2024-11-29 14:33:42.034613
"Bad characters, bad story and bad acting.  ",negative,2025-04-20 14:33:42.034613
Really awful.  ,negative,2025-04-23 14:33:42.034613
Not easy to watch.  ,negative,2024-12-11 14:33:42.034613
"Funny, clever, hip - just like Pray's previous film, Hype!  ",positive,2025-05-11 14:33:42.034613
It was a long time that i didn't see a so charismatic actor on screen.  ,positive,2025-05-14 14:33:42.034613
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,positive,2025-03-24 14:33:42.034613
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,positive,2025-05-15 14:33:42.034613
I rate this movie 9/10.  ,positive,2024-12-11 14:33:42.034613
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",positive,2025-01-03 14:33:42.034613
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,positive,2025-04-27 14:33:42.034613
"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",positive,2025-01-12 14:33:42.034613
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,positive,2025-02-11 14:33:42.034613
"It never condescends, all the characters have good genuine hearts and believable problems.  ",positive,2025-01-06 14:33:42.034613
The two main characters may be two of the most believable children I ever saw put on screen.  ,positive,2025-04-17 14:33:42.034613
"They are so easy to love, but even more easy to identify with.  ",positive,2025-01-28 14:33:42.034613
This movie is great--especially if you enjoy visual arts.  ,positive,2025-02-03 14:33:42.034613
The scenery that the two daughters paint and photograph are beautiful.  ,positive,2025-03-12 14:33:42.034613
The story is also both funny and poignant at times.  ,positive,2024-12-30 14:33:42.034613
"People who like European films and ""art movies"" will like this movie.  ",positive,2025-02-06 14:33:42.034613
This is truly an art movie--it actually has a lot of art in it.  ,positive,2025-01-13 14:33:42.034613
Go rent it.  ,positive,2024-12-18 14:33:42.034613
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",positive,2025-03-02 14:33:42.034613
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",positive,2025-03-07 14:33:42.034613
Brilliance indeed.  ,positive,2025-01-08 14:33:42.034613
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",positive,2025-04-08 14:33:42.034613
Think of the film being like a dream.  ,positive,2025-05-12 14:33:42.034613
Simply beautiful.  ,positive,2025-05-13 14:33:42.034613
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,positive,2024-12-31 14:33:42.034613
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",positive,2024-12-10 14:33:42.034613
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,positive,2025-01-13 14:33:42.034613
"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",negative,2025-01-04 14:33:42.034613
"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",negative,2024-12-30 14:33:42.034613
The movie seemed a little slow at first.  ,negative,2025-05-04 14:33:42.034613
But it picked up speed and got right to the point.  ,positive,2025-04-21 14:33:42.034613
"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",positive,2025-03-19 14:33:42.034613
I enjoyed it.  ,positive,2025-03-30 14:33:42.034613
I have recommended it to friends.  ,positive,2025-01-10 14:33:42.034613
I was particularly pleased with the acting ability of Dwight Schultz.  ,positive,2024-12-18 14:33:42.034613
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",positive,2024-12-10 14:33:42.034613
"Their on-screen chemistry, critical to the entire film, is genuine.  ",positive,2025-03-25 14:33:42.034613
"The film's dialogue is natural, real to life.  ",positive,2025-04-24 14:33:42.034613
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",positive,2025-05-19 14:33:42.034613
The incredible soundtrack truly captures the essence of the film.  ,positive,2025-03-16 14:33:42.034613
"Each track commands sentiment, actually contributing to the scenes and characters.  ",positive,2025-03-22 14:33:42.034613
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,positive,2025-03-13 14:33:42.034613
"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",positive,2025-05-08 14:33:42.034613
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",positive,2025-05-26 14:33:42.034613
Enough can not be said of the remarkable animation in this film.  ,positive,2025-01-07 14:33:42.034613
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,positive,2025-02-27 14:33:42.034613
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",negative,2025-03-20 14:33:42.034613
"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",negative,2025-05-08 14:33:42.034613
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,negative,2024-12-10 14:33:42.034613
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",positive,2025-01-09 14:33:42.034613
"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",positive,2025-05-03 14:33:42.034613
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",negative,2025-01-11 14:33:42.034613
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",positive,2025-05-08 14:33:42.034613
It is a very well acted and done TV Movie.  ,positive,2025-02-18 14:33:42.034613
Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,positive,2025-05-20 14:33:42.034613
I keep watching it over and over.  ,positive,2025-05-27 14:33:42.034613
"It's a sad movie, but very good.  ",positive,2025-02-02 14:33:42.034613
"If you have not seen this movie, I definitely recommend it!  ",positive,2024-11-30 14:33:42.034613
"She is as lovely as usual, this cutie!  ",positive,2025-04-12 14:33:42.034613
Still it's quite interesting and entertaining to follow.  ,positive,2025-03-20 14:33:42.034613
;) Recommend with confidence!  ,positive,2025-02-24 14:33:42.034613
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,positive,2025-04-12 14:33:42.034613
It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,positive,2025-05-23 14:33:42.034613
":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",positive,2025-01-03 14:33:42.034613
"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",positive,2025-02-13 14:33:42.034613
Fans of the genre will be in heaven.  ,positive,2024-12-06 14:33:42.034613
Lange had become a great actress.  ,positive,2025-01-10 14:33:42.034613
It looked like a wonderful story.  ,positive,2025-02-02 14:33:42.034613
